bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 12,882,Senate,2023-07-05,Received by the Secretary of the Senate,,,1
SR 17,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 17,882,Senate,2023-07-11,Read & adopted,,16,2
SR 17,882,Senate,2023-07-07,Received by the Secretary of the Senate,,,1
SR 28,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 28,882,Senate,2023-07-11,Read & adopted,,17,2
SR 28,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SR 29,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 29,882,Senate,2023-07-11,Read & adopted,,16,2
SR 29,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SR 9,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SR 10,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 10,882,Senate,2023-06-30,Read & adopted,,9,2
SR 10,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SB 9,882,Senate,2023-06-30,Filed,,,2
SB 9,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 10,882,Senate,2023-07-06,Transmitted to the Governor,,,3
SB 10,882,Senate,2023-06-30,Filed,,,2
SB 10,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 11,882,Senate,2023-06-30,Filed,,,2
SB 11,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 12,882,Senate,2023-06-30,Filed,,,2
SB 12,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 13,882,Senate,2023-06-30,Filed,,,2
SB 13,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 14,882,Senate,2023-06-30,Filed,,,2
SB 14,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 15,882,Senate,2023-06-30,Filed,,,2
SB 15,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SR 3,882,Senate,2023-06-28,Reported enrolled,,7,3
SR 3,882,Senate,2023-06-28,Read & adopted,,6,2
SR 3,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 42,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 42,882,Senate,2023-07-13,Read & adopted,,30,2
SR 42,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
HB 23,882,House,2023-06-27,Filed,,,1
HB 24,882,House,2023-06-27,Filed,,,1
HB 25,882,House,2023-06-27,Filed,,,1
HB 26,882,House,2023-06-27,Filed,,,1
HB 27,882,House,2023-06-27,Filed,,,1
HB 28,882,House,2023-06-27,Filed,,,1
HB 29,882,House,2023-06-27,Filed,,,1
HB 45,882,House,2023-06-28,Filed,,,1
HB 46,882,House,2023-06-28,Filed,,,1
HB 47,882,House,2023-06-28,Filed,,,1
HB 48,882,House,2023-06-28,Filed,,,1
HB 49,882,House,2023-06-28,Filed,,,1
HB 50,882,House,2023-06-28,Filed,,,1
HJR 12,882,House,2023-06-28,Filed,,,1
HR 11,882,House,2023-07-13,Reported enrolled,,,6
HR 11,882,House,2023-07-13,Adopted,,27,5
HR 11,882,House,2023-07-13,Record vote,RV#8,25,4
HR 11,882,House,2023-07-13,Rules suspended,,25,3
HR 11,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 11,882,House,2023-07-11,Filed,,,1
HR 7,882,House,2023-07-13,Reported enrolled,,,6
HR 7,882,House,2023-07-13,Adopted,,26,5
HR 7,882,House,2023-07-13,Record vote,RV#8,25,4
HR 7,882,House,2023-07-13,Rules suspended,,25,3
HR 7,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 7,882,House,2023-07-10,Filed,,,1
HR 8,882,House,2023-07-13,Reported enrolled,,,6
HR 8,882,House,2023-07-13,Adopted,,26,5
HR 8,882,House,2023-07-13,Record vote,RV#8,25,4
HR 8,882,House,2023-07-13,Rules suspended,,25,3
HR 8,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 8,882,House,2023-07-10,Filed,,,1
HB 40,882,House,2023-06-28,Filed,,,1
HB 41,882,House,2023-06-28,Filed,,,1
HB 53,882,House,2023-06-28,Filed,,,1
HB 61,882,House,2023-07-05,Referred to Ways & Means,,10,3
HB 61,882,House,2023-07-05,Read first time,,10,2
HB 61,882,House,2023-07-05,Filed,,,1
HB 63,882,House,2023-07-06,Filed,,,1
HB 68,882,House,2023-07-11,Filed,,,1
HCR 2,882,House,2023-06-28,Filed,,,1
HJR 11,882,House,2023-06-28,Filed,,,1
HJR 15,882,House,2023-07-11,Filed,,,1
HR 4,882,House,2023-07-13,Reported enrolled,,,6
HR 4,882,House,2023-07-13,Adopted,,26,5
HR 4,882,House,2023-07-13,Record vote,RV#8,25,4
HR 4,882,House,2023-07-13,Rules suspended,,25,3
HR 4,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 4,882,House,2023-07-07,Filed,,,1
HR 20,882,House,2023-07-13,Reported enrolled,,,6
HR 20,882,House,2023-07-13,Adopted,,26,5
HR 20,882,House,2023-07-13,Record vote,RV#8,25,4
HR 20,882,House,2023-07-13,Rules suspended,,25,3
HR 20,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 20,882,House,2023-07-12,Filed,,,1
HB 72,882,House,2023-07-12,Filed,,,1
HCR 4,882,Senate,2023-07-07,Received from the House,,13,5
HCR 4,882,House,2023-07-05,Record vote,RV#3,8,4
HCR 4,882,House,2023-07-05,Adopted,,8,3
HCR 4,882,House,2023-07-05,Rules suspended,,8,2
HCR 4,882,House,2023-07-05,Filed,,,1
HR 24,882,House,2023-07-13,Reported enrolled,,,6
HR 24,882,House,2023-07-13,Adopted,,26,5
HR 24,882,House,2023-07-13,Record vote,RV#8,25,4
HR 24,882,House,2023-07-13,Rules suspended,,25,3
HR 24,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 24,882,House,2023-07-13,Filed,,,1
HR 25,882,House,2023-07-13,Reported enrolled,,,6
HR 25,882,House,2023-07-13,Adopted,,26,5
HR 25,882,House,2023-07-13,Record vote,RV#8,25,4
HR 25,882,House,2023-07-13,Rules suspended,,25,3
HR 25,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 25,882,House,2023-07-13,Filed,,,1
HR 26,882,House,2023-07-13,Reported enrolled,,,6
HR 26,882,House,2023-07-13,Adopted,,26,5
HR 26,882,House,2023-07-13,Record vote,RV#8,25,4
HR 26,882,House,2023-07-13,Rules suspended,,25,3
HR 26,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 26,882,House,2023-07-13,Filed,,,1
HB 3,882,House,2023-07-13,Laid on the table subject to call,,31,14
HB 3,882,House,2023-07-13,Companion considered in lieu of,SB 3,30,13
HB 3,882,House,2023-07-13,Placed on Major State Calendar,,,12
HB 3,882,House,2023-07-12,Considered in Calendars,,,11
HB 3,882,House,2023-07-12,Committee report sent to Calendars,,,10
HB 3,882,House,2023-07-11,Committee report distributed,,,9
HB 3,882,House,2023-07-11,Comte report filed with Committee Coordinator,,22,8
HB 3,882,House,2023-07-11,Reported favorably w/o amendment(s),,,7
HB 3,882,House,2023-07-11,Testimony taken/registration(s) recorded in committee,,,6
HB 3,882,House,2023-07-11,Considered in public hearing,,,5
HB 3,882,House,2023-07-11,Scheduled for public hearing on . . .,,,4
HB 3,882,House,2023-07-10,Referred to Ways & Means,,14,3
HB 3,882,House,2023-07-10,Read first time,,14,2
HB 3,882,House,2023-07-10,Filed,,,1
HB 18,882,House,2023-07-05,Referred to Ways & Means,,9,3
HB 18,882,House,2023-07-05,Read first time,,9,2
HB 18,882,House,2023-06-27,Filed,,,1
HB 20,882,House,2023-06-27,Filed,,,1
HB 21,882,House,2023-06-27,Filed,,,1
HB 22,882,House,2023-06-28,Filed,,,1
HCR 1,882,House,2023-06-27,Filed,,,1
HB 52,882,House,2023-06-28,Filed,,,1
HB 1,882,House,2023-07-05,Committee report sent to Calendars,,,8
HB 1,882,House,2023-06-29,Committee report distributed,,,7
HB 1,882,House,2023-06-29,Comte report filed with Committee Coordinator,,10,6
HB 1,882,House,2023-06-28,Reported favorably w/o amendment(s),,,5
HB 1,882,House,2023-06-28,Considered in formal meeting,,,4
HB 1,882,House,2023-06-28,Referred to Ways & Means,,4,3
HB 1,882,House,2023-06-28,Read first time,,4,2
HB 1,882,House,2023-06-28,Filed,,,1
HJR 1,882,House,2023-07-05,Committee report sent to Calendars,,,8
HJR 1,882,House,2023-06-29,Committee report distributed,,,7
HJR 1,882,House,2023-06-29,Comte report filed with Committee Coordinator,,10,6
HJR 1,882,House,2023-06-28,Reported favorably w/o amendment(s),,,5
HJR 1,882,House,2023-06-28,Considered in formal meeting,,,4
HJR 1,882,House,2023-06-28,Referred to Ways & Means,,5,3
HJR 1,882,House,2023-06-28,Read first time,,5,2
HJR 1,882,House,2023-06-28,Filed,,,1
HJR 2,882,Executive,2023-07-14,Filed with the Secretary of State,,65,37
HJR 2,882,Senate,2023-07-13,Signed in the Senate,,30,36
HJR 2,882,House,2023-07-13,Signed in the House,,64,35
HJR 2,882,House,2023-07-13,Reported enrolled,,65,34
HJR 2,882,House,2023-07-13,Senate passage reported,,64,33
HJR 2,882,Senate,2023-07-13,Record vote,,30,32
HJR 2,882,Senate,2023-07-13,Adopted,,30,31
HJR 2,882,Senate,2023-07-13,Point of order sustained,,30,30
HJR 2,882,Senate,2023-07-13,Point of order,,29,29
HJR 2,882,Senate,2023-07-13,Amendment(s) offered,FA1 Gutierrez,29,28
HJR 2,882,Senate,2023-07-13,Read 2nd time,,,27
HJR 2,882,Senate,2023-07-13,Rules suspended,,28,26
HJR 2,882,Senate,2023-07-13,Received from the House,,27,25
HJR 2,882,House,2023-07-13,Reported engrossed,,65,24
HJR 2,882,House,2023-07-13,Statement(s) of vote recorded in Journal,,59,23
HJR 2,882,House,2023-07-13,Record vote,RV#28,59,22
HJR 2,882,House,2023-07-13,Adopted as amended,,59,21
HJR 2,882,House,2023-07-13,Amendment withdrawn,2-Morales Shaw,59,20
HJR 2,882,House,2023-07-13,Point of order withdrawn (amendment),"Article III, Section 40",59,19
HJR 2,882,House,2023-07-13,Amendment(s) offered,2-Morales Shaw,58,18
HJR 2,882,House,2023-07-13,Statement(s) of vote recorded in Journal,,58,17
HJR 2,882,House,2023-07-13,Record vote,RV#27,57,16
HJR 2,882,House,2023-07-13,Amended,1-Metcalf,57,15
HJR 2,882,House,2023-07-13,Read 2nd time,,57,14
HJR 2,882,House,2023-07-13,Placed on Constitutional Amendments Calendar,,,13
HJR 2,882,Senate,2023-07-13,Co-sponsor authorized,,30,12
HJR 2,882,House,2023-07-12,Considered in Calendars,,,11
HJR 2,882,House,2023-07-12,Committee report sent to Calendars,,,10
HJR 2,882,House,2023-07-11,Committee report distributed,,,9
HJR 2,882,House,2023-07-11,Comte report filed with Committee Coordinator,,22,8
HJR 2,882,House,2023-07-11,Reported favorably w/o amendment(s),,,7
HJR 2,882,House,2023-07-11,Testimony taken/registration(s) recorded in committee,,,6
HJR 2,882,House,2023-07-11,Considered in public hearing,,,5
HJR 2,882,House,2023-07-11,Scheduled for public hearing on . . .,,,4
HJR 2,882,House,2023-07-10,Referred to Ways & Means,,14,3
HJR 2,882,House,2023-07-10,Read first time,,14,2
HJR 2,882,House,2023-07-10,Filed,,,1
HB 2,882,House,2023-07-13,Laid on the table subject to call,,57,14
HB 2,882,House,2023-07-13,Companion considered in lieu of,SB 2,31,13
HB 2,882,House,2023-07-13,Placed on Major State Calendar,,,12
HB 2,882,House,2023-07-12,Considered in Calendars,,,11
HB 2,882,House,2023-07-12,Committee report sent to Calendars,,,10
HB 2,882,House,2023-07-11,Committee report distributed,,,9
HB 2,882,House,2023-07-11,Comte report filed with Committee Coordinator,,22,8
HB 2,882,House,2023-07-11,Reported favorably w/o amendment(s),,,7
HB 2,882,House,2023-07-11,Testimony taken/registration(s) recorded in committee,,,6
HB 2,882,House,2023-07-11,Considered in public hearing,,,5
HB 2,882,House,2023-07-11,Scheduled for public hearing on . . .,,,4
HB 2,882,House,2023-07-10,Referred to Ways & Means,,13,3
HB 2,882,House,2023-07-10,Read first time,,13,2
HB 2,882,House,2023-07-10,Filed,,,1
HR 9,882,House,2023-07-13,Reported enrolled,,,6
HR 9,882,House,2023-07-13,Adopted,,26,5
HR 9,882,House,2023-07-13,Record vote,RV#8,25,4
HR 9,882,House,2023-07-13,Rules suspended,,25,3
HR 9,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 9,882,House,2023-07-10,Filed,,,1
HR 1,882,House,2023-07-13,Reported enrolled,,,6
HR 1,882,House,2023-07-13,Adopted,,26,5
HR 1,882,House,2023-07-13,Record vote,RV#8,25,4
HR 1,882,House,2023-07-13,Rules suspended,,25,3
HR 1,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 1,882,House,2023-06-29,Filed,,,1
HR 12,882,House,2023-07-13,Reported enrolled,,,6
HR 12,882,House,2023-07-13,Adopted,,26,5
HR 12,882,House,2023-07-13,Record vote,RV#8,25,4
HR 12,882,House,2023-07-13,Rules suspended,,25,3
HR 12,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 12,882,House,2023-07-11,Filed,,,1
HB 55,882,House,2023-06-29,Filed,,,1
HB 57,882,House,2023-06-30,Filed,,,1
HB 58,882,House,2023-06-30,Filed,,,1
HB 59,882,House,2023-06-30,Filed,,,1
HB 69,882,House,2023-07-11,Filed,,,1
HJR 13,882,House,2023-06-30,Filed,,,1
HR 3,882,House,2023-07-13,Reported enrolled,,,6
HR 3,882,House,2023-07-13,Adopted,,26,5
HR 3,882,House,2023-07-13,Record vote,RV#8,25,4
HR 3,882,House,2023-07-13,Rules suspended,,25,3
HR 3,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 3,882,House,2023-07-06,Filed,,,1
HR 23,882,House,2023-07-13,Reported enrolled,,,6
HR 23,882,House,2023-07-13,Adopted,,27,5
HR 23,882,House,2023-07-13,Record vote,RV#8,25,4
HR 23,882,House,2023-07-13,Rules suspended,,25,3
HR 23,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 23,882,House,2023-07-12,Filed,,,1
HB 16,882,House,2023-07-05,Referred to Ways & Means,,9,3
HB 16,882,House,2023-07-05,Read first time,,9,2
HB 16,882,House,2023-06-27,Filed,,,1
HB 17,882,House,2023-06-27,Filed,,,1
HR 16,882,House,2023-07-13,Reported enrolled,,,6
HR 16,882,House,2023-07-13,Adopted,,27,5
HR 16,882,House,2023-07-13,Record vote,RV#8,25,4
HR 16,882,House,2023-07-13,Rules suspended,,25,3
HR 16,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 16,882,House,2023-07-12,Filed,,,1
HR 17,882,House,2023-07-13,Reported enrolled,,,6
HR 17,882,House,2023-07-13,Adopted,,27,5
HR 17,882,House,2023-07-13,Record vote,RV#8,25,4
HR 17,882,House,2023-07-13,Rules suspended,,25,3
HR 17,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 17,882,House,2023-07-12,Filed,,,1
HR 18,882,House,2023-07-13,Reported enrolled,,,6
HR 18,882,House,2023-07-13,Adopted,,27,5
HR 18,882,House,2023-07-13,Record vote,RV#8,25,4
HR 18,882,House,2023-07-13,Rules suspended,,25,3
HR 18,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 18,882,House,2023-07-12,Filed,,,1
HCR 3,882,House,2023-06-28,Filed,,,1
HB 67,882,House,2023-07-10,Filed,,,1
HB 51,882,House,2023-06-28,Filed,,,1
HCR 5,882,House,2023-07-12,Filed,,,1
HR 19,882,House,2023-07-13,Reported enrolled,,,6
HR 19,882,House,2023-07-13,Adopted,,27,5
HR 19,882,House,2023-07-13,Record vote,RV#8,25,4
HR 19,882,House,2023-07-13,Rules suspended,,25,3
HR 19,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 19,882,House,2023-07-12,Filed,,,1
HB 56,882,House,2023-06-30,Filed,,,1
HJR 6,882,House,2023-07-05,Referred to Ways & Means,,10,3
HJR 6,882,House,2023-07-05,Read first time,,10,2
HJR 6,882,House,2023-06-27,Filed,,,1
HR 22,882,House,2023-07-13,Reported enrolled,,,6
HR 22,882,House,2023-07-13,Adopted,,27,5
HR 22,882,House,2023-07-13,Record vote,RV#8,25,4
HR 22,882,House,2023-07-13,Rules suspended,,25,3
HR 22,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 22,882,House,2023-07-12,Filed,,,1
HB 19,882,House,2023-07-05,Referred to Ways & Means,,10,3
HB 19,882,House,2023-07-05,Read first time,,10,2
HB 19,882,House,2023-06-27,Filed,,,1
HR 5,882,House,2023-07-13,Reported enrolled,,,6
HR 5,882,House,2023-07-13,Adopted,,26,5
HR 5,882,House,2023-07-13,Record vote,RV#8,25,4
HR 5,882,House,2023-07-13,Rules suspended,,25,3
HR 5,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 5,882,House,2023-07-07,Filed,,,1
HR 6,882,House,2023-07-13,Reported enrolled,,,6
HR 6,882,House,2023-07-13,Adopted,,26,5
HR 6,882,House,2023-07-13,Record vote,RV#8,25,4
HR 6,882,House,2023-07-13,Rules suspended,,25,3
HR 6,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 6,882,House,2023-07-07,Filed,,,1
HB 32,882,House,2023-06-28,Filed,,,1
HB 33,882,House,2023-06-28,Filed,,,1
HB 34,882,House,2023-06-28,Filed,,,1
HB 35,882,House,2023-06-28,Filed,,,1
HB 36,882,House,2023-06-28,Filed,,,1
HB 37,882,House,2023-06-28,Filed,,,1
HB 38,882,House,2023-06-28,Filed,,,1
HB 39,882,House,2023-06-28,Filed,,,1
HJR 10,882,House,2023-06-28,Filed,,,1
HR 21,882,House,2023-07-13,Reported enrolled,,,6
HR 21,882,House,2023-07-13,Adopted,,26,5
HR 21,882,House,2023-07-13,Record vote,RV#8,25,4
HR 21,882,House,2023-07-13,Rules suspended,,25,3
HR 21,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 21,882,House,2023-07-12,Filed,,,1
HB 71,882,House,2023-07-11,Filed,,,1
HB 60,882,House,2023-07-05,Filed,,,1
HB 62,882,House,2023-07-06,Filed,,,1
HR 2,882,House,2023-07-13,Reported enrolled,,,6
HR 2,882,House,2023-07-13,Adopted,,26,5
HR 2,882,House,2023-07-13,Record vote,RV#8,25,4
HR 2,882,House,2023-07-13,Rules suspended,,25,3
HR 2,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 2,882,House,2023-07-05,Filed,,,1
HJR 14,882,House,2023-07-06,Filed,,,1
HR 13,882,House,2023-07-13,Reported enrolled,,,6
HR 13,882,House,2023-07-13,Adopted,,27,5
HR 13,882,House,2023-07-13,Record vote,RV#8,25,4
HR 13,882,House,2023-07-13,Rules suspended,,25,3
HR 13,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 13,882,House,2023-07-12,Filed,,,1
HB 73,882,House,2023-07-13,Filed,,,1
HR 27,882,House,2023-07-13,Reported enrolled,,,6
HR 27,882,House,2023-07-13,Adopted,,26,5
HR 27,882,House,2023-07-13,Record vote,RV#8,25,4
HR 27,882,House,2023-07-13,Rules suspended,,25,3
HR 27,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 27,882,House,2023-07-13,Filed,,,1
HB 64,882,House,2023-07-07,Filed,,,1
HB 65,882,House,2023-07-07,Filed,,,1
HB 11,882,House,2023-06-27,Filed,,,1
HB 12,882,House,2023-06-27,Filed,,,1
HB 13,882,House,2023-06-27,Filed,,,1
HB 14,882,House,2023-06-27,Filed,,,1
HB 15,882,House,2023-06-27,Filed,,,1
HJR 7,882,House,2023-06-27,Filed,,,1
HR 14,882,House,2023-07-13,Reported enrolled,,,6
HR 14,882,House,2023-07-13,Adopted,,27,5
HR 14,882,House,2023-07-13,Record vote,RV#8,25,4
HR 14,882,House,2023-07-13,Rules suspended,,25,3
HR 14,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 14,882,House,2023-07-12,Filed,,,1
HR 15,882,House,2023-07-13,Reported enrolled,,,6
HR 15,882,House,2023-07-13,Adopted,,26,5
HR 15,882,House,2023-07-13,Record vote,RV#8,25,4
HR 15,882,House,2023-07-13,Rules suspended,,25,3
HR 15,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 15,882,House,2023-07-12,Filed,,,1
HB 66,882,House,2023-07-07,Filed,,,1
HB 70,882,House,2023-07-11,Filed,,,1
HB 30,882,House,2023-06-27,Filed,,,1
HB 31,882,House,2023-06-27,Filed,,,1
HB 54,882,House,2023-06-29,Filed,,,1
HJR 8,882,House,2023-06-27,Filed,,,1
HJR 9,882,House,2023-06-27,Filed,,,1
HR 10,882,House,2023-07-13,Reported enrolled,,,6
HR 10,882,House,2023-07-13,Adopted,,27,5
HR 10,882,House,2023-07-13,Record vote,RV#8,25,4
HR 10,882,House,2023-07-13,Rules suspended,,25,3
HR 10,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 10,882,House,2023-07-11,Filed,,,1
HB 42,882,House,2023-07-05,Referred to Ways & Means,,10,3
HB 42,882,House,2023-07-05,Read first time,,10,2
HB 42,882,House,2023-06-28,Filed,,,1
HB 43,882,House,2023-06-28,Filed,,,1
HB 44,882,House,2023-06-28,Filed,,,1
